id,cigaretterelated_smoke1_count,cigaretterelated_smoke1_mean,cigaretterelated_smoke1_sum,cigaretterelated_smoke2_count,cigaretterelated_smoke2_mean,cigaretterelated_smoke2_sum,cigaretterelated_smoke3_count,cigaretterelated_smoke3_mean,cigaretterelated_smoke3_sum,cigarette_smoke1_count,cigarette_smoke1_mean,cigarette_smoke1_sum,cigarette_smoke2_count,cigarette_smoke2_mean,cigarette_smoke2_sum,cigarette_smoke3_count,cigarette_smoke3_mean,cigarette_smoke3_sum,cigarette_smoke4_count,cigarette_smoke4_mean,cigarette_smoke4_sum,ecigarette_vape1_count,ecigarette_vape1_mean,ecigarette_vape1_sum,ecigarette_vape2_count,ecigarette_vape2_mean,ecigarette_vape2_sum,ecigarette_vape3_count,ecigarette_vape3_mean,ecigarette_vape3_sum,ecigarette_vape4_count,ecigarette_vape4_mean,ecigarette_vape4_sum,ecigarette_novape1_count,ecigarette_novape1_mean,ecigarette_novape1_sum,ecigarette_novape2_count,ecigarette_novape2_mean,ecigarette_novape2_sum,ecigarette_novape3_count,ecigarette_novape3_mean,ecigarette_novape3_sum,ecigarette_novape4_count,ecigarette_novape4_mean,ecigarette_novape4_sum,ecigaretterelated_vape1_count,ecigaretterelated_vape1_mean,ecigaretterelated_vape1_sum,ecigaretterelated_vape2_count,ecigaretterelated_vape2_mean,ecigaretterelated_vape2_sum,ecigaretterelated_vape3_count,ecigaretterelated_vape3_mean,ecigaretterelated_vape3_sum,ecigaretterelated_vape4_count,ecigaretterelated_vape4_mean,ecigaretterelated_vape4_sum,ecigaretterelated_novape1_count,ecigaretterelated_novape1_mean,ecigaretterelated_novape1_sum,ecigaretterelated_novape2_count,ecigaretterelated_novape2_mean,ecigaretterelated_novape2_sum,ecigaretterelated_novape3_count,ecigaretterelated_novape3_mean,ecigaretterelated_novape3_sum,ecigaretterelated_novape4_count,ecigaretterelated_novape4_mean,ecigaretterelated_novape4_sum,handobject_vape1_count,handobject_vape1_mean,handobject_vape1_sum,handobject_vape2_count,handobject_vape2_mean,handobject_vape2_sum,handobject_vape3_count,handobject_vape3_mean,handobject_vape3_sum,handobject_vape4_count,handobject_vape4_mean,handobject_vape4_sum,handobject_novape1_count,handobject_novape1_mean,handobject_novape1_sum,handobject_novape2_count,handobject_novape2_mean,handobject_novape2_sum,handobject_novape3_count,handobject_novape3_mean,handobject_novape3_sum,handobject_novape4_count,handobject_novape4_mean,handobject_novape4_sum,handobject_sports1_count,handobject_sports1_mean,handobject_sports1_sum,handobject_sports2_count,handobject_sports2_mean,handobject_sports2_sum,handobject_sports3_count,handobject_sports3_mean,handobject_sports3_sum,handobject_sports4_count,handobject_sports4_mean,handobject_sports4_sum,handobject_smoke1_count,handobject_smoke1_mean,handobject_smoke1_sum,handobject_smoke2_count,handobject_smoke2_mean,handobject_smoke2_sum,handobject_smoke3_count,handobject_smoke3_mean,handobject_smoke3_sum,handobject_smoke4_count,handobject_smoke4_mean,handobject_smoke4_sum,nonuserface_vape1_count,nonuserface_vape1_mean,nonuserface_vape1_sum,nonuserface_vape2_count,nonuserface_vape2_mean,nonuserface_vape2_sum,nonuserface_vape3_count,nonuserface_vape3_mean,nonuserface_vape3_sum,nonuserface_vape4_count,nonuserface_vape4_mean,nonuserface_vape4_sum,nonuserface_novape1_count,nonuserface_novape1_mean,nonuserface_novape1_sum,nonuserface_novape2_count,nonuserface_novape2_mean,nonuserface_novape2_sum,nonuserface_novape3_count,nonuserface_novape3_mean,nonuserface_novape3_sum,nonuserface_novape4_count,nonuserface_novape4_mean,nonuserface_novape4_sum,nonuserface_sports1_count,nonuserface_sports1_mean,nonuserface_sports1_sum,nonuserface_sports2_count,nonuserface_sports2_mean,nonuserface_sports2_sum,nonuserface_sports3_count,nonuserface_sports3_mean,nonuserface_sports3_sum,nonuserface_sports4_count,nonuserface_sports4_mean,nonuserface_sports4_sum,nonuserface_smoke1_count,nonuserface_smoke1_mean,nonuserface_smoke1_sum,nonuserface_smoke2_count,nonuserface_smoke2_mean,nonuserface_smoke2_sum,nonuserface_smoke4_count,nonuserface_smoke4_mean,nonuserface_smoke4_sum,smoke_smoke1_count,smoke_smoke1_mean,smoke_smoke1_sum,smoke_smoke2_count,smoke_smoke2_mean,smoke_smoke2_sum,smoke_smoke3_count,smoke_smoke3_mean,smoke_smoke3_sum,smoke_smoke4_count,smoke_smoke4_mean,smoke_smoke4_sum,smokerface_smoke1_count,smokerface_smoke1_mean,smokerface_smoke1_sum,smokerface_smoke2_count,smokerface_smoke2_mean,smokerface_smoke2_sum,smokerface_smoke3_count,smokerface_smoke3_mean,smokerface_smoke3_sum,smokerface_smoke4_count,smokerface_smoke4_mean,smokerface_smoke4_sum,text_vape1_count,text_vape1_mean,text_vape1_sum,text_vape2_count,text_vape2_mean,text_vape2_sum,text_vape3_count,text_vape3_mean,text_vape3_sum,text_vape4_count,text_vape4_mean,text_vape4_sum,text_novape1_count,text_novape1_mean,text_novape1_sum,text_novape2_count,text_novape2_mean,text_novape2_sum,text_novape3_count,text_novape3_mean,text_novape3_sum,text_novape4_count,text_novape4_mean,text_novape4_sum,text_sports1_count,text_sports1_mean,text_sports1_sum,text_sports2_count,text_sports2_mean,text_sports2_sum,text_sports3_count,text_sports3_mean,text_sports3_sum,text_smoke1_count,text_smoke1_mean,text_smoke1_sum,text_smoke2_count,text_smoke2_mean,text_smoke2_sum,text_smoke3_count,text_smoke3_mean,text_smoke3_sum,text_smoke4_count,text_smoke4_mean,text_smoke4_sum,vapor_vape1_count,vapor_vape1_mean,vapor_vape1_sum,vapor_vape2_count,vapor_vape2_mean,vapor_vape2_sum,vapor_vape3_count,vapor_vape3_mean,vapor_vape3_sum,vapor_vape4_count,vapor_vape4_mean,vapor_vape4_sum,vaperface_vape1_count,vaperface_vape1_mean,vaperface_vape1_sum,vaperface_vape2_count,vaperface_vape2_mean,vaperface_vape2_sum,vaperface_vape3_count,vaperface_vape3_mean,vaperface_vape3_sum,vaperface_vape4_count,vaperface_vape4_mean,vaperface_vape4_sum,vaperface_novape1_count,vaperface_novape1_mean,vaperface_novape1_sum,vaperface_novape2_count,vaperface_novape2_mean,vaperface_novape2_sum,vaperface_novape3_count,vaperface_novape3_mean,vaperface_novape3_sum,vaperface_novape4_count,vaperface_novape4_mean,vaperface_novape4_sum
P067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.42,3.78,4,0.43,1.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56,0.56,1,0.94,0.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.85,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.51,2.57,1,0.44,0.44,4,1.67,6.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.08,1.08,0,0,0,6,0.47,2.81,0,0,0,0,0,0,0,0,0,1,0.73,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.47,3.26,9,0.29,2.59,8,0.35,2.83,7,0.21,1.48,0,0,0,0,0,0,0,0,0,0,0,0,1,0.27,0.27,1,0.31,0.31,1,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.15,0.3,2,0.86,1.72,3,0.84,2.51,3,0.7,2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.66,4.6,5,0.89,4.47,7,0.84,5.9,3,0.48,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.5,4.53,8,0.29,2.34,5,0.37,1.85,15,0.33,4.91
P070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.1,0.91,7,0.13,0.88,0,0,0,1,0.24,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0.19,5.6,25,0.28,6.91,9,0.1,0.89,22,0.25,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.06,0.68,6,0.56,3.38,6,0.42,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P071,1,0.19,0.19,1,0.64,0.64,4,1.57,6.27,0,0,0,0,0,0,2,0.11,0.23,6,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.28,1.12,3,0.04,0.13,2,0.02,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.35,0.7,7,1.35,9.42,3,0.46,1.38,1,0.29,0.29,0,0,0,7,0.3,2.1,11,0.32,3.57,0,0,0,0,0,0,13,0.64,8.32,13,0.92,11.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.42,1.26,5,0.95,4.76,4,0.62,2.49,3,0.63,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.17,1.91,8,0.07,0.54,1,0.01,0.01,1,0.39,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0.17,3.68,18,0.28,5.09,18,0.33,5.94,21,0.2,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.28,5.14,4,0.39,1.55,8,0.76,6.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.37,1.47,7,0.32,2.22,8,0.29,2.33,9,0.3,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.41,0.41,1,0.49,0.49,2,0.32,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.44,0.88,2,0.3,0.6,4,0.51,2.04,4,0.52,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.54,2.15,8,0.18,1.43,11,0.31,3.39,2,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1.07,2.14,3,0.22,0.67,6,0.19,1.17,5,0.46,2.32
P074,1,0.28,0.28,1,0.52,0.52,3,1.9,5.69,0,0,0,0,0,0,4,0.15,0.59,2,0.16,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.32,0.97,2,0.17,0.35,1,0.14,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.85,14.44,6,1.97,11.79,1,0.14,0.14,3,0.16,0.47,0,0,0,4,0.58,2.3,12,0.44,5.3,3,0.75,2.24,7,1.04,7.3,11,0.9,9.95,11,0.58,6.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.77,2.31,4,1.01,4.05,4,1.11,4.46,2,0.94,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P075,1,0.47,0.47,1,0.22,0.22,3,1.85,5.54,0,0,0,2,0.21,0.41,2,0.41,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.34,0.34,1,0.35,0.35,3,0.19,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1.86,16.77,11,1.21,13.28,2,0.17,0.33,3,0.68,2.05,1,0,0,4,0.33,1.34,17,0.4,6.88,2,0.85,1.71,5,1.09,5.43,10,0.86,8.65,11,0.92,10.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.67,2.68,6,0.69,4.14,2,2.12,4.25,2,0.35,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.25,2.25,7,0.15,1.03,3,0.26,0.77,1,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.05,1,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.15,0.15,2,0.12,0.23,3,0.46,1.37,3,0.48,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.71,3.57,5,0.16,0.79,6,0.6,3.59,2,1.49,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.44,1.32,7,0.28,1.93,3,0.76,2.28,4,0.28,1.1
P077,2,0.38,0.76,0,0,0,3,1.83,5.48,1,0.51,0.51,0,0,0,2,0.28,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.17,0.5,2,0.05,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0.65,12.28,7,2.15,15.03,1,0.03,0.03,4,0.35,1.39,0,0,0,5,0.34,1.68,5,0.64,3.21,3,0.58,1.74,7,0.6,4.22,10,0.85,8.53,9,0.89,8.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.13,0.63,4,0.95,3.78,4,0.71,2.82,1,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.35,3.16,7,0.15,1.02,3,0.45,1.36,10,0.43,4.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0.04,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.4,1,0.69,0.69,2,0.58,1.17,3,0.82,2.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.69,6.78,7,0.7,4.89,3,2.46,7.38,4,0.69,2.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.7,4.18,2,0.23,0.45,1,0.28,0.28,7,0.59,4.14
P079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.72,1.45,12,0.22,2.58,4,0.49,1.95,11,0.21,2.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.25,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.39,1.18,2,0.29,0.57,4,0.55,2.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.38,2.28,7,0.27,1.9,8,0.73,5.82,3,0.69,2.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.53,2.12,6,0.39,2.32,2,0.43,0.86,8,0.43,3.42
P080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.13,0.39,9,0.35,3.17,9,0.23,2.09,10,0.22,2.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.11,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.42,1.67,2,0.75,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.51,4.08,7,0.84,5.89,7,1.03,7.18,1,2.74,2.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.33,1,2,0.61,1.22,6,0.22,1.35,3,0.52,1.55,1,0.05,0.05,1,0.2,0.2,3,0.58,1.75,1,1.09,1.09,0,0,0,0,0,0,0,0,0,0,0,0
P081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.27,2.68,15,0.3,4.53,10,0.45,4.47,10,0.48,4.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.23,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.47,0.47,0,0,0,1,0.17,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.32,0.32,3,0.4,1.19,3,0.68,2.05,4,0.63,2.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.62,6.49,8,0.6,4.79,4,1.83,7.33,1,3.31,3.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.93,1.87,4,0.42,1.67,1,0.59,0.59,6,0.37,2.21
P083,1,0.83,0.83,0,0,0,4,1.47,5.88,4,0.18,0.72,0,0,0,3,0.27,0.8,3,0.15,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.1,0.19,2,0.03,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0.78,13.19,11,1.37,15.06,2,1.22,2.45,8,0.28,2.26,0,0,0,7,0.4,2.77,12,0.4,4.85,3,0.41,1.22,3,0.81,2.42,11,0.9,9.94,17,0.86,14.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.84,3.38,3,1.79,5.37,5,0.97,4.86,3,0.57,1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P085,2,0.31,0.62,0,0,0,4,1.5,6.02,1,0.17,0.17,0,0,0,6,0.14,0.84,6,0.12,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.02,0.02,1,0.17,0.17,5,0.03,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.92,12.89,9,1.18,10.62,2,0.49,0.99,4,0.66,2.65,0,0,0,7,0.22,1.54,11,0.39,4.25,3,0.29,0.87,3,0.43,1.28,15,0.52,7.73,11,0.99,10.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.7,2.1,5,0.79,3.93,1,4.67,4.67,5,0.34,1.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.33,2.6,10,0.27,2.72,8,0.15,1.2,14,0.28,3.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.12,0.12,0,0,0,2,0.26,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.58,0.58,2,0.37,0.75,3,0.78,2.35,4,0.68,2.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1.61,6.45,4,1.13,4.51,6,1.11,6.66,1,3.28,3.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.63,3.16,4,0.4,1.61,4,0.23,0.93,7,0.44,3.07
